id,city,city_ascii,province_id,province_name,lat,lng,population,density,timezone,ranking,postal,city_id
195,Fort St. John,Fort St. John,BC,British Columbia,56.2465,-120.8476,20155,820.2,America/Dawson_Creek,3,V1J,196
196,Kirkland,Kirkland,QC,Quebec,45.45,-73.8667,20151,2204.4,America/Montreal,2,H9H H9J,197
197,L’Assomption,L'Assomption,QC,Quebec,45.8333,-73.4167,20065,202.9,America/Montreal,3,J5W,198
198,Westmount,Westmount,QC,Quebec,45.4833,-73.6,19931,4952.8,America/Montreal,2,H3Z H3Y,199
199,Saint-Lazare,Saint-Lazare,QC,Quebec,45.4,-74.1333,19889,289.6,America/Montreal,3,J7T,200
200,Chestermere,Chestermere,AB,Alberta,51.05,-113.8225,19887,603.8,America/Edmonton,3,T1X,201
201,Huntsville,Huntsville,ON,Ontario,45.3333,-79.2167,19816,27.9,America/Toronto,3,P0B P1H,202
202,Corner Brook,Corner Brook,NL,Newfoundland and Labrador,48.9287,-57.926,19806,133.6,America/St_Johns,3,A2H,203
203,Riverview,Riverview,NB,New Brunswick,46.0613,-64.8052,19667,554.8,America/Moncton,3,E1B,204
204,Lloydminster,Lloydminster,AB,Alberta,53.2807,-110.035,19645,817.3,America/Edmonton,3,T9V,205
205,Joliette,Joliette,QC,Quebec,46.0167,-73.45,19621,860.3,America/Montreal,3,J6E,206
206,Yellowknife,Yellowknife,NT,Northwest Territories,62.4709,-114.4053,19569,185.5,America/Yellowknife,3,X1A,207
207,Squamish,Squamish,BC,British Columbia,49.7017,-123.1589,19512,186.1,America/Vancouver,3,V0N V8B,208
208,Mont-Royal,Mont-Royal,QC,Quebec,45.5161,-73.6431,19503,2545.3,America/Montreal,2,H3R H3P H4P,209
209,Rivière-du-Loup,Riviere-du-Loup,QC,Quebec,47.8333,-69.5333,19447,230.9,America/Montreal,3,G5R,210
210,Cobourg,Cobourg,ON,Ontario,43.9667,-78.1667,19440,869.3,America/Toronto,3,K9A,211
211,Cranbrook,Cranbrook,BC,British Columbia,49.5097,-115.7667,19259,604.7,America/Edmonton,3,V1C,212
212,Beaconsfield,Beaconsfield,QC,Quebec,45.4333,-73.8667,19115,1752.6,America/Montreal,3,H9W,213
213,Springwater,Springwater,ON,Ontario,44.4333,-79.7333,19059,35.5,America/Toronto,3,L0L L4M,214
214,Dorval,Dorval,QC,Quebec,45.45,-73.75,18980,839.2,America/Montreal,3,H9P H9S,215
215,Thorold,Thorold,ON,Ontario,43.1167,-79.2,18801,226.5,America/Toronto,3,L0S L2V L3B,216
216,Camrose,Camrose,AB,Alberta,53.0167,-112.8333,18742,439.8,America/Edmonton,3,T4V,217
217,South Frontenac,South Frontenac,ON,Ontario,44.5081,-76.4939,18646,19.2,America/Toronto,3,K0H,218
218,Pitt Meadows,Pitt Meadows,BC,British Columbia,49.2333,-122.6833,18573,214.7,America/Vancouver,3,V3Y,219
219,Port Colborne,Port Colborne,ON,Ontario,42.8833,-79.25,18306,150.1,America/Toronto,3,L0S L3K,220
220,Quispamsis,Quispamsis,NB,New Brunswick,45.4322,-65.9462,18245,318.9,America/Moncton,3,E2S E2E E2G,221
221,Mont-Saint-Hilaire,Mont-Saint-Hilaire,QC,Quebec,45.5622,-73.1917,18200,410.9,America/Montreal,3,J3H,222
222,Bathurst,Bathurst,NB,New Brunswick,47.62,-65.65,18154,129.3,America/Moncton,3,E2A,223
223,Saint-Augustin-de-Desmaures,Saint-Augustin-de-Desmaures,QC,Quebec,46.7333,-71.4667,18141,211.5,America/Montreal,3,G3A,224
224,Oak Bay,Oak Bay,BC,British Columbia,48.4264,-123.3228,18094,1717.7,America/Vancouver,3,V8P V8S V8R,225
225,Sainte-Marthe-sur-le-Lac,Sainte-Marthe-sur-le-Lac,QC,Quebec,45.53,-73.93,18074,2066.7,America/Montreal,2,J0N,226
226,Salmon Arm,Salmon Arm,BC,British Columbia,50.7022,-119.2722,17706,144,America/Vancouver,3,V0E V1E,227
227,Port Alberni,Port Alberni,BC,British Columbia,49.2339,-124.805,17678,894.6,America/Vancouver,3,V9Y,228
228,Esquimalt,Esquimalt,BC,British Columbia,48.4306,-123.4147,17655,2494.7,America/Vancouver,2,V9A,229
229,Deux-Montagnes,Deux-Montagnes,QC,Quebec,45.5333,-73.8833,17553,2850.1,America/Montreal,2,J7R,230
230,Miramichi,Miramichi,NB,New Brunswick,47.0196,-65.5072,17537,97.7,America/Moncton,3,E1V E1N,231
231,Niagara-on-the-Lake,Niagara-on-the-Lake,ON,Ontario,43.2553,-79.0717,17511,131.8,America/Toronto,3,L0S,232
232,Saint-Lin--Laurentides,Saint-Lin--Laurentides,QC,Quebec,45.85,-73.7667,17463,147.3,America/Montreal,3,J5M,233
233,Beaumont,Beaumont,AB,Alberta,53.3572,-113.4147,17396,1661.1,America/Edmonton,3,T4X,234
234,Middlesex Centre,Middlesex Centre,ON,Ontario,43.05,-81.45,17262,29.4,America/Toronto,3,N6P N6H N0M N0L,235
235,Inverness,Inverness,NS,Nova Scotia,46.2,-61.1,17235,4.5,America/Halifax,3,B0E,236
236,Stony Plain,Stony Plain,AB,Alberta,53.5264,-114.0069,17189,481.2,America/Edmonton,3,T7Z,237
237,Petawawa,Petawawa,ON,Ontario,45.9,-77.2833,17187,103.1,America/Toronto,3,K8H,238
238,Pelham,Pelham,ON,Ontario,43.0333,-79.3333,17110,135.3,America/Toronto,3,L0S,239
239,Selwyn,Selwyn,ON,Ontario,44.4167,-78.3333,17060,54,America/Toronto,3,K9J K9L K0L,240
240,Loyalist,Loyalist,ON,Ontario,44.25,-76.75,16971,49.8,America/Toronto,3,K7N K7R K0H,241
241,Midland,Midland,ON,Ontario,44.75,-79.8833,16864,477.3,America/Toronto,3,L4R,242
242,Colwood,Colwood,BC,British Columbia,48.4236,-123.4958,16859,954.2,America/Vancouver,3,V9B V9C,243
243,Central Saanich,Central Saanich,BC,British Columbia,48.5142,-123.3839,16814,406.8,America/Vancouver,3,V8M,244
244,Sainte-Catherine,Sainte-Catherine,QC,Quebec,45.4,-73.58,16762,1764.1,America/Montreal,3,J5C,245
245,Port Hope,Port Hope,ON,Ontario,43.95,-78.3,16753,60.1,America/Toronto,3,L0A L1A,246
246,L’Ancienne-Lorette,L'Ancienne-Lorette,QC,Quebec,46.8,-71.35,16745,2193.6,America/Montreal,2,G2E,247
247,Saint-Basile-le-Grand,Saint-Basile-le-Grand,QC,Quebec,45.5333,-73.2833,16736,463.6,America/Montreal,3,J3N,248
248,Swift Current,Swift Current,SK,Saskatchewan,50.2881,-107.7939,16604,566.5,America/Swift_Current,3,S9H,249
249,Edmundston,Edmundston,NB,New Brunswick,47.3765,-68.3253,16580,155.2,America/Moncton,3,E7C E7B E3V,250
250,Russell,Russell,ON,Ontario,45.2569,-75.3583,16520,83,America/Toronto,3,K4R K0A,251
251,North Grenville,North Grenville,ON,Ontario,44.9667,-75.65,16451,46.7,America/Toronto,3,K0G,252
252,Yorkton,Yorkton,SK,Saskatchewan,51.2139,-102.4628,16343,449.9,America/Regina,3,S3N,253
253,Tracadie,Tracadie,NB,New Brunswick,47.5124,-64.9101,16114,31.2,America/Moncton,3,E1X E9H,254
254,Bracebridge,Bracebridge,ON,Ontario,45.0333,-79.3,16010,25.5,America/Toronto,3,P1L P1P,255
255,Greater Napanee,Greater Napanee,ON,Ontario,44.25,-76.95,15892,34.5,America/Toronto,3,K7R K0H K0K,256
256,Tillsonburg,Tillsonburg,ON,Ontario,42.8667,-80.7333,15872,710.8,America/Toronto,3,N4G,257
257,Steinbach,Steinbach,MB,Manitoba,49.5258,-96.6839,15829,618.6,America/Winnipeg,3,R5G,258
258,Hanover,Hanover,MB,Manitoba,49.4433,-96.8492,15733,21.2,America/Winnipeg,3,R5G R0A,259
259,Terrace,Terrace,BC,British Columbia,54.5164,-128.5997,15723,212.7,America/Vancouver,3,V8G,260
260,Springfield,Springfield,MB,Manitoba,49.9292,-96.6939,15342,13.9,America/Winnipeg,3,R2C R0E,261
261,Gaspé,Gaspe,QC,Quebec,48.8333,-64.4833,15163,13.5,America/Montreal,3,G4X,262
262,Kenora,Kenora,ON,Ontario,49.7667,-94.4833,15096,71.3,America/Winnipeg,3,P9N,263
263,Cold Lake,Cold Lake,AB,Alberta,54.4642,-110.1825,14961,249.7,America/Edmonton,3,T9M,264
264,Summerside,Summerside,PE,Prince Edward Island,46.4,-63.7833,14829,520.5,America/Halifax,3,C1N C0B,265
265,Comox,Comox,BC,British Columbia,49.6733,-124.9022,14828,838.2,America/Vancouver,3,V0R V9M,266
266,Sylvan Lake,Sylvan Lake,AB,Alberta,52.3083,-114.0964,14816,634.2,America/Edmonton,3,T4S,267
267,Pincourt,Pincourt,QC,Quebec,45.3833,-73.9833,14558,2048.1,America/Montreal,2,J7W,268
268,West Lincoln,West Lincoln,ON,Ontario,43.0667,-79.5667,14500,37.4,America/Toronto,3,L0R,269
269,Matane,Matane,QC,Quebec,48.85,-67.5333,14462,74,America/Montreal,3,G4W,270
270,Brooks,Brooks,AB,Alberta,50.5642,-111.8989,14451,777.3,America/Edmonton,3,T1R,271
271,Sainte-Anne-des-Plaines,Sainte-Anne-des-Plaines,QC,Quebec,45.7617,-73.8204,14421,154.1,America/Montreal,3,J0N,272
272,West Nipissing / Nipissing Ouest,West Nipissing / Nipissing Ouest,ON,Ontario,46.3667,-79.9167,14364,7.2,America/Toronto,3,P0H P1B P2B,273
273,Rosemère,Rosemere,QC,Quebec,45.6369,-73.8,14294,1326.9,America/Montreal,3,J7A,274
274,Mistassini,Mistassini,QC,Quebec,48.8229,-72.2154,14250,48.2,America/Montreal,3,G8L,275
275,Grand Falls,Grand Falls,NL,Newfoundland and Labrador,48.9578,-55.6633,14171,259.2,America/St_Johns,3,A2A A2B,276
276,Clearview,Clearview,ON,Ontario,44.3981,-80.0742,14151,25.4,America/Toronto,3,L0M L9Y,277
277,St. Clair,St. Clair,ON,Ontario,42.7833,-82.35,14086,22.8,America/Toronto,3,N8A N0N N0P,278
278,Canmore,Canmore,AB,Alberta,51.089,-115.359,13992,201.5,America/Edmonton,3,T1W,279
279,North Battleford,North Battleford,SK,Saskatchewan,52.7575,-108.2861,13888,414,America/Regina,3,S9A,280
280,Pembroke,Pembroke,ON,Ontario,45.8167,-77.1,13882,953.3,America/Toronto,3,K8A,281
281,Mont-Laurier,Mont-Laurier,QC,Quebec,46.55,-75.5,13779,23.3,America/Montreal,3,J9L,282
282,Strathmore,Strathmore,AB,Alberta,51.0378,-113.4003,13756,502,America/Edmonton,3,T1P,283
283,Saugeen Shores,Saugeen Shores,ON,Ontario,44.4333,-81.3667,13715,80.2,America/Toronto,3,N0H,284
284,Thompson,Thompson,MB,Manitoba,55.7433,-97.8553,13678,657.91,America/Winnipeg,3,R8N,285
285,Lavaltrie,Lavaltrie,QC,Quebec,45.8833,-73.2833,13657,199.7,America/Montreal,3,J5T,286
286,High River,High River,AB,Alberta,50.5808,-113.8744,13584,635.1,America/Edmonton,3,T1V,287
287,Severn,Severn,ON,Ontario,44.75,-79.5167,13477,24.5,America/Toronto,3,L0K L3V,288
288,Sainte-Sophie,Sainte-Sophie,QC,Quebec,45.82,-73.9,13375,120.2,America/Montreal,3,J5J,289
289,Saint-Charles-Borromée,Saint-Charles-Borromee,QC,Quebec,46.05,-73.4667,13321,715,America/Montreal,3,J6E,290
290,Portage La Prairie,Portage La Prairie,MB,Manitoba,49.9728,-98.2919,13304,539.1,America/Winnipeg,3,R1N,291
291,Thames Centre,Thames Centre,ON,Ontario,43.03,-81.08,13191,30.4,America/Toronto,3,N0M N0L N6M,292
292,Mississippi Mills,Mississippi Mills,ON,Ontario,45.2167,-76.2,13163,25.3,America/Toronto,3,K7C K0A,293
293,Powell River,Powell River,BC,British Columbia,49.8353,-124.5247,13157,444.1,America/Vancouver,3,V8A,294
294,South Glengarry,South Glengarry,ON,Ontario,45.2,-74.5833,13150,21.7,America/Toronto,3,K6H K0C,295
295,North Perth,North Perth,ON,Ontario,43.73,-80.95,13130,26.6,America/Toronto,3,N4W N0K N0G,296
296,Mercier,Mercier,QC,Quebec,45.32,-73.75,13115,284.6,America/Montreal,3,J6R,297
297,South Stormont,South Stormont,ON,Ontario,45.0833,-74.9667,13110,28.2,America/Toronto,3,K0C,298
298,Saint-Colomban,Saint-Colomban,QC,Quebec,45.73,-74.13,13080,139.8,America/Montreal,3,J5K,299
299,Lacombe,Lacombe,AB,Alberta,52.4683,-113.7369,13057,627.5,America/Edmonton,3,T4L,300
300,Sooke,Sooke,BC,British Columbia,48.3761,-123.7378,13001,229.6,America/Vancouver,3,V9Z,301
301,Dawson Creek,Dawson Creek,BC,British Columbia,55.7606,-120.2356,12978,475.4,America/Dawson_Creek,3,V1G,302
302,Lake Country,Lake Country,BC,British Columbia,50.0833,-119.4142,12922,105.8,America/Vancouver,3,V4V,303
303,Trent Hills,Trent Hills,ON,Ontario,44.3142,-77.8514,12900,25.2,America/Toronto,3,K0K K0L,304
304,Sainte-Marie,Sainte-Marie,QC,Quebec,46.45,-71.0333,12889,120.3,America/Montreal,3,G6E,305
305,Guelph/Eramosa,Guelph/Eramosa,ON,Ontario,43.63,-80.22,12854,44.1,America/Toronto,3,N0B N1H,306
306,Truro,Truro,NS,Nova Scotia,45.3647,-63.28,12826,355.5,America/Halifax,3,B2N,307
307,Amos,Amos,QC,Quebec,48.5667,-78.1167,12823,29.8,America/Montreal,3,J9T,308
308,The Nation / La Nation,The Nation / La Nation,ON,Ontario,45.35,-75.0333,12808,19.5,America/Toronto,3,K0A K0B K0C,309
309,Ingersoll,Ingersoll,ON,Ontario,43.0392,-80.8836,12757,1000.7,America/Toronto,3,N5C,310
310,Winkler,Winkler,MB,Manitoba,49.1817,-97.9397,12660,740.5,America/Winnipeg,3,R6W,311
311,Wetaskiwin,Wetaskiwin,AB,Alberta,52.9694,-113.3769,12655,691.1,America/Edmonton,3,T9A,312
312,Central Elgin,Central Elgin,ON,Ontario,42.7667,-81.1,12607,45,America/Toronto,3,N5R N5P N5L N0L,313
313,Lachute,Lachute,QC,Quebec,45.65,-74.3333,12551,114.9,America/Montreal,3,J8H,314
314,West Grey,West Grey,ON,Ontario,44.1833,-80.8167,12518,14.3,America/Toronto,3,N4N N0G N0C,315
315,Parksville,Parksville,BC,British Columbia,49.315,-124.312,12514,854.6,America/Vancouver,3,V9P,316
316,Cowansville,Cowansville,QC,Quebec,45.2,-72.75,12489,271,America/Montreal,3,J2K,317
317,Bécancour,Becancour,QC,Quebec,46.3333,-72.4333,12438,28.2,America/Montreal,3,G9H,318
318,Gravenhurst,Gravenhurst,ON,Ontario,44.9167,-79.3667,12311,23.8,America/Toronto,3,P0E P1P,319
319,Perth East,Perth East,ON,Ontario,43.47,-80.95,12261,17.2,America/Toronto,3,N4W N5A N3A N0K N0B,320
320,Prince Rupert,Prince Rupert,BC,British Columbia,54.3122,-130.3271,12220,227.7,America/Vancouver,3,V8J,321
321,Prévost,Prevost,QC,Quebec,45.87,-74.08,12171,347.2,America/Montreal,3,J0R,322
322,Sainte-Adèle,Sainte-Adele,QC,Quebec,45.95,-74.13,12137,100.4,America/Montreal,3,J8B,323
323,Kentville,Kentville,NS,Nova Scotia,45.0775,-64.4958,12088,363.3,America/Halifax,3,B4N,324
324,Beauharnois,Beauharnois,QC,Quebec,45.32,-73.87,12011,173.9,America/Montreal,3,J6N,325
325,Les Îles-de-la-Madeleine,Les Iles-de-la-Madeleine,QC,Quebec,47.3833,-61.8667,12010,69.5,America/Halifax,3,G4T,326
326,Wellington North,Wellington North,ON,Ontario,43.9,-80.57,11914,22.6,America/Toronto,3,N0G,327
327,St. Andrews,St. Andrews,MB,Manitoba,50.27,-96.9747,11913,15.8,America/Winnipeg,3,R0C R1A,328
328,Carleton Place,Carleton Place,ON,Ontario,45.1333,-76.1333,11901,1176.2,America/Toronto,3,K7C,329
329,Whistler,Whistler,BC,British Columbia,50.1208,-122.9544,11854,49.3,America/Vancouver,3,V0N,330
330,Brighton,Brighton,ON,Ontario,44.1222,-77.7642,11844,43.2,America/Toronto,3,K0K,331
331,Tiny,Tiny,ON,Ontario,44.6833,-79.95,11787,35,America/Toronto,3,L0L L9M,332
332,Gander,Gander,NL,Newfoundland and Labrador,48.9569,-54.6089,11688,112.1,America/St_Johns,3,A1V,333
333,Sidney,Sidney,BC,British Columbia,48.6506,-123.3986,11672,2290.7,America/Vancouver,2,V8L,334
334,Rothesay,Rothesay,NB,New Brunswick,45.3831,-65.9969,11659,335.8,America/Moncton,3,E2S E2E E2H,335
335,Brock,Brock,ON,Ontario,44.3167,-79.0833,11642,27.5,America/Toronto,3,L0K L0E L0C,336
336,Summerland,Summerland,BC,British Columbia,49.6006,-119.6778,11615,156.8,America/Vancouver,3,V0H,337
337,Val-des-Monts,Val-des-Monts,QC,Quebec,45.65,-75.6667,11582,26.2,America/Montreal,3,J8N,338
338,Taché,Tache,MB,Manitoba,49.7081,-96.6736,11568,19.9,America/Winnipeg,3,R5H R0A R0E,339
339,Montmagny,Montmagny,QC,Quebec,46.9833,-70.55,11491,91.1,America/Montreal,3,G5V,340
340,Erin,Erin,ON,Ontario,43.7667,-80.0667,11439,38.4,America/Toronto,3,L7J L0N N0B,341
341,Kincardine,Kincardine,ON,Ontario,44.1667,-81.6333,11389,21.2,America/Toronto,3,N2Z N0G,342
342,North Dundas,North Dundas,ON,Ontario,45.0833,-75.35,11278,22.4,America/Toronto,3,K0C K0E,343
343,Wellesley,Wellesley,ON,Ontario,43.55,-80.7167,11260,40.5,America/Toronto,3,N0B,344
344,Estevan,Estevan,SK,Saskatchewan,49.1392,-102.9861,11258,586.6,America/Regina,3,S4A,345
345,North Saanich,North Saanich,BC,British Columbia,48.6142,-123.42,11249,301.8,America/Vancouver,3,V8L,346
346,Warman,Warman,SK,Saskatchewan,52.3219,-106.5842,11020,844.6,America/Regina,3,S0K,347
347,La Tuque,La Tuque,QC,Quebec,48.0652,-74.0528,11001,0.4,America/Montreal,3,G9X G0X,348
348,Norwich,Norwich,ON,Ontario,42.9833,-80.6,11001,25.5,America/Toronto,3,N4S N4G N0J,349
349,Meaford,Meaford,ON,Ontario,44.58,-80.73,10991,18.7,America/Toronto,3,N4K N4L N0H,350
350,Adjala-Tosorontio,Adjala-Tosorontio,ON,Ontario,44.1333,-79.9333,10975,29.5,America/Toronto,3,L0N L0M L0G L9R,351
351,Hamilton Township,Hamilton Township,ON,Ontario,44.054,-78.2164,10942,42.7,America/Toronto,3,K9A K0K K0L,352
352,St. Clements,St. Clements,MB,Manitoba,50.2689,-96.6742,10876,14.9,America/Winnipeg,3,R0E R1B R1C R1A,353
353,Saint-Amable,Saint-Amable,QC,Quebec,45.65,-73.3,10870,296.3,America/Montreal,3,J0L,354
354,Weyburn,Weyburn,SK,Saskatchewan,49.6611,-103.8525,10870,688.8,America/Regina,3,S4H,355
355,South Dundas,South Dundas,ON,Ontario,44.9167,-75.2667,10833,20.8,America/Toronto,3,K0C K0E,356
356,L’Île-Perrot,L'Ile-Perrot,QC,Quebec,45.3833,-73.95,10756,1955.6,America/Montreal,3,J7V,357
357,Notre-Dame-de-l'Île-Perrot,Notre-Dame-de-l'Ile-Perrot,QC,Quebec,45.3667,-73.9333,10756,386.9,America/Montreal,3,J7V,358
358,Williams Lake,Williams Lake,BC,British Columbia,52.1294,-122.1383,10753,327,America/Vancouver,3,V2G,359
359,Elliot Lake,Elliot Lake,ON,Ontario,46.3833,-82.65,10741,15.9,America/Toronto,3,P5A,360
360,Cantley,Cantley,QC,Quebec,45.5667,-75.7833,10699,83.4,America/Montreal,3,J8V,361
361,Nelson,Nelson,BC,British Columbia,49.5,-117.2833,10664,1552.3,America/Vancouver,3,V1L,362
362,Lambton Shores,Lambton Shores,ON,Ontario,43.1833,-81.9,10631,32.1,America/Toronto,3,N0M N0N,363
363,Mapleton,Mapleton,ON,Ontario,43.7358,-80.6681,10527,19.7,America/Toronto,3,N4W N0G N0B,364
364,Georgian Bluffs,Georgian Bluffs,ON,Ontario,44.65,-81.0333,10479,17.3,America/Toronto,3,N4K N0H,365
365,Rawdon,Rawdon,QC,Quebec,46.05,-73.7167,10416,55.7,America/Montreal,3,J0K,366
366,Campbellton,Campbellton,NB,New Brunswick,48.005,-66.6731,10411,370.5,America/Moncton,3,E3N,367
367,View Royal,View Royal,BC,British Columbia,48.4517,-123.4339,10408,724.8,America/Vancouver,3,V9B,368
368,Coldstream,Coldstream,BC,British Columbia,50.22,-119.2481,10314,155.6,America/Vancouver,3,V1B,369
369,Chester,Chester,NS,Nova Scotia,44.65,-64.3,10310,9.2,America/Halifax,3,B0J,370
370,Queens,Queens,NS,Nova Scotia,44.0333,-64.7167,10307,4.3,America/Halifax,3,B0T,371
371,Selkirk,Selkirk,MB,Manitoba,50.1436,-96.8839,10278,413.4,America/Winnipeg,3,R1A,372
372,Saint-Félicien,Saint-Felicien,QC,Quebec,48.65,-72.45,10278,28.3,America/Montreal,3,G8K,373
373,Hawkesbury,Hawkesbury,ON,Ontario,45.6,-74.6,10263,1067.3,America/Montreal,3,K6A,374
374,Roberval,Roberval,QC,Quebec,48.52,-72.23,10227,66.8,America/Montreal,3,G8H,375
375,Sainte-Agathe-des-Monts,Sainte-Agathe-des-Monts,QC,Quebec,46.05,-74.28,10223,78.6,America/Montreal,3,J8C,376
376,North Dumfries,North Dumfries,ON,Ontario,43.32,-80.38,10215,54.5,America/Toronto,3,N0B N1R,377
377,Rideau Lakes,Rideau Lakes,ON,Ontario,44.6667,-76.2167,10207,14,America/Toronto,3,K0E K0G,378
378,Sechelt,Sechelt,BC,British Columbia,49.4742,-123.7542,10200,212.9,America/Vancouver,3,V0N,379
379,North Glengarry,North Glengarry,ON,Ontario,45.3333,-74.7333,10109,15.7,America/Toronto,3,K0B K0C,380
380,South Huron,South Huron,ON,Ontario,43.32,-81.5,10096,23.4,America/Toronto,3,N0M,381
381,Marieville,Marieville,QC,Quebec,45.4333,-73.1667,10094,160.8,America/Montreal,3,J3M,382
382,Tay,Tay,ON,Ontario,44.7167,-79.7667,10033,72.1,America/Toronto,3,L0L L0K L4R,383
383,Temiskaming Shores,Temiskaming Shores,ON,Ontario,47.5167,-79.6833,9920,55.7,America/Toronto,3,P0J,384
384,Hinton,Hinton,AB,Alberta,53.4114,-117.5639,9882,294.8,America/Edmonton,3,T7V,385
385,Saint-Sauveur,Saint-Sauveur,QC,Quebec,45.9,-74.17,9881,206.8,America/Montreal,3,J0R,386
386,Quesnel,Quesnel,BC,British Columbia,52.9784,-122.4927,9879,279.2,America/Vancouver,3,V2J,387
387,Elizabethtown-Kitley,Elizabethtown-Kitley,ON,Ontario,44.7,-75.8833,9854,17.7,America/Toronto,3,K6V K6T K0E K0G,388
388,Morinville,Morinville,AB,Alberta,53.8022,-113.6497,9848,882.8,America/Edmonton,3,T8R,389
389,Grey Highlands,Grey Highlands,ON,Ontario,44.3333,-80.5,9804,11.1,America/Toronto,3,N4L N0C,390
390,Stratford,Stratford,PE,Prince Edward Island,46.2167,-63.0893,9706,430.8,America/Halifax,3,C1B,391
391,Alfred and Plantagenet,Alfred and Plantagenet,ON,Ontario,45.5667,-74.9167,9680,24.7,America/Toronto,3,K0B,392
392,Mont-Tremblant,Mont-Tremblant,QC,Quebec,46.1167,-74.6,9646,40.5,America/Montreal,3,J8E,393
393,Martensville,Martensville,SK,Saskatchewan,52.2897,-106.6667,9645,1421.2,America/Regina,3,S0K,394
394,Saint-Raymond,Saint-Raymond,QC,Quebec,46.9,-71.8333,9615,14.3,America/Montreal,3,G3L,395
395,Amherst,Amherst,NS,Nova Scotia,45.8167,-64.2167,9550,779.7,America/Halifax,3,B4H,396
396,Ramara,Ramara,ON,Ontario,44.6333,-79.2167,9488,22.7,America/Toronto,3,L0K L3V,397
397,Bois-des-Filion,Bois-des-Filion,QC,Quebec,45.6667,-73.75,9485,2216.2,America/Montreal,2,J6Z,398
398,Leeds and the Thousand Islands,Leeds and the Thousand Islands,ON,Ontario,44.45,-76.08,9465,15.1,America/Toronto,3,K7G K0E K0H,399
399,Carignan,Carignan,QC,Quebec,45.45,-73.3,9462,151.9,America/Montreal,3,J3L,400
400,Brockton,Brockton,ON,Ontario,44.1667,-81.2167,9461,16.7,America/Toronto,3,N0G,401
401,Laurentian Valley,Laurentian Valley,ON,Ontario,45.7681,-77.2239,9387,17,America/Toronto,3,K8A K8B,402
402,East St. Paul,East St. Paul,MB,Manitoba,49.9772,-97.0103,9372,222.6,America/Winnipeg,3,R2E,403
403,Lorraine,Lorraine,QC,Quebec,45.6833,-73.7833,9352,1570,America/Montreal,3,J6Z,404
404,Sainte-Julienne,Sainte-Julienne,QC,Quebec,45.97,-73.72,9331,94,America/Montreal,3,J0K,405
405,Blackfalds,Blackfalds,AB,Alberta,52.3833,-113.8,9328,567.3,America/Edmonton,3,T0M T4M,406
406,Malahide,Malahide,ON,Ontario,42.7928,-80.9361,9292,23.5,America/Toronto,3,N5H N0L,407
407,Oromocto,Oromocto,NB,New Brunswick,45.8488,-66.4788,9223,411,America/Moncton,3,E2V,408
408,Olds,Olds,AB,Alberta,51.7928,-114.1067,9184,615.3,America/Edmonton,3,T4H,409
409,Huron East,Huron East,ON,Ontario,43.63,-81.28,9138,13.8,America/Toronto,3,N4W N0M N0K N0G,410
410,Stanley,Stanley,MB,Manitoba,49.1331,-98.0656,9038,10.8,America/Winnipeg,3,R6M R6W,411
411,Penetanguishene,Penetanguishene,ON,Ontario,44.7667,-79.9333,8962,350.3,America/Toronto,3,L9M,412
412,Qualicum Beach,Qualicum Beach,BC,British Columbia,49.35,-124.4333,8943,497.4,America/Vancouver,3,V9K,413
413,Notre-Dame-des-Prairies,Notre-Dame-des-Prairies,QC,Quebec,46.05,-73.4333,8868,487.3,America/Montreal,3,J6E,414
414,West Perth,West Perth,ON,Ontario,43.47,-81.2,8865,15.3,America/Toronto,3,N0K,415
415,Cavan Monaghan,Cavan Monaghan,ON,Ontario,44.2,-78.4667,8829,28.8,America/Toronto,3,L0A K0L,416
416,Arnprior,Arnprior,ON,Ontario,45.4333,-76.35,8795,672.7,America/Toronto,3,K7S,417
417,Smiths Falls,Smiths Falls,ON,Ontario,44.9,-76.0167,8780,909.1,America/Toronto,3,K7A,418
418,Pont-Rouge,Pont-Rouge,QC,Quebec,46.75,-71.7,8723,72,America/Montreal,3,G3H,419
419,Champlain,Champlain,ON,Ontario,45.5333,-74.65,8706,42,America/Toronto,3,K6A K0B,420
420,Coaticook,Coaticook,QC,Quebec,45.1333,-71.8,8698,39.6,America/Montreal,3,J1A,421
421,Minto,Minto,ON,Ontario,43.9167,-80.8667,8671,28.8,America/Toronto,3,N0G,422
422,Morden,Morden,MB,Manitoba,49.1919,-98.1006,8668,401,America/Winnipeg,3,R6M,423
423,Mono,Mono,ON,Ontario,44.0167,-80.0667,8609,31,America/Toronto,3,L9V L9W,424
424,Corman Park No. 344,Corman Park No. 344,SK,Saskatchewan,52.2291,-106.8002,8568,4.5,America/Regina,4,S0K S7K S7P S7T,425
425,Ladysmith,Ladysmith,BC,British Columbia,48.9975,-123.8203,8537,711.9,America/Vancouver,3,V9G,426
426,Bridgewater,Bridgewater,NS,Nova Scotia,44.37,-64.52,8532,625.9,America/Halifax,3,B4V,427
427,Dauphin,Dauphin,MB,Manitoba,51.1992,-100.0633,8457,670.7,America/Winnipeg,3,R7N,428
428,Otterburn Park,Otterburn Park,QC,Quebec,45.5333,-73.2167,8450,1580.6,America/Montreal,3,J3H,429
429,Taber,Taber,AB,Alberta,49.7847,-112.1508,8428,537.9,America/Edmonton,3,T1G,430
430,South Bruce Peninsula,South Bruce Peninsula,ON,Ontario,44.7333,-81.2,8416,15.8,America/Toronto,3,N0H,431
